1.135444108513183892e-04,6.626941612921655178e-04
9.433988452656194568e-05,6.848319899290800095e-04
3.352995845489203930e-04,8.435482741333544254e-04
1.648392353672534227e-04,8.106633322313427925e-04
3.381773713044822216e-04,9.358086390420794487e-04
1.118008003686554730e-04,6.290687015280127525e-04
1.140820604632608593e-04,7.413139101117849350e-04
8.532537322025746107e-05,6.461391458287835121e-04
1.677790132816880941e-04,7.642054115422070026e-04
-6.026970368111506104e-05,8.333108271472156048e-04
2.234886778751388192e-04,7.551020244136452675e-04
9.169273107545450330e-05,6.402917206287384033e-04
1.275504910154268146e-04,6.774548674002289772e-04
2.542262955103069544e-04,8.993659284897148609e-04
4.634224023902788758e-05,7.395092980004847050e-04
1.342742907581850886e-04,8.800947107374668121e-04
9.494172263657674193e-05,9.390033665113151073e-04
6.461502198362722993e-05,9.704864351078867912e-04
1.333929103566333652e-04,5.547510227188467979e-04
2.344155800528824329e-04,8.545704768039286137e-04
3.170880663674324751e-04,6.932251271791756153e-04
2.367445558775216341e-04,7.249046466313302517e-04
-5.113328734296374023e-05,6.529651000164449215e-04
1.707850606180727482e-04,7.077070185914635658e-04
1.617441594135016203e-04,8.778534247539937496e-04
2.250158868264406919e-04,9.041377343237400055e-04
-1.489283840783173218e-05,7.973932661116123199e-04
2.098893164657056332e-04,7.707792683504521847e-04
6.469732034020125866e-05,8.473304915241897106e-04
1.599707320565357804e-04,5.514145013876259327e-04
1.605069119250401855e-04,6.776282680220901966e-04
3.020652220584452152e-04,7.205468136817216873e-04
4.846555157200782560e-07,7.008140673860907555e-04
1.359421730739995837e-04,9.064711048267781734e-04
9.139272151514887810e-05,9.022541926242411137e-04
2.507710596546530724e-04,9.061712189577519894e-04
6.931913230801001191e-05,7.806556532159447670e-04
1.531642192276194692e-04,8.917542290873825550e-04
3.556805022526532412e-04,7.407973753288388252e-04
1.732662494760006666e-04,9.472300880588591099e-04
2.171109663322567940e-04,6.094888667576014996e-04
2.503883733879774809e-04,6.737139774486422539e-04
-7.012792775640264153e-05,7.155097555369138718e-04
6.394038064172491431e-05,5.868651205673813820e-04
-1.592493790667504072e-04,6.686680135317146778e-04
-2.070401387754827738e-05,9.351220214739441872e-04
1.728968636598438025e-04,9.384420118294656277e-04
2.680211619008332491e-04,7.566342828795313835e-04
1.954032049980014563e-04,5.608794162981212139e-04
2.145154430763795972e-04,1.108467229641973972e-03
3.188616246916353703e-04,6.512405816465616226e-04
3.045906778424978256e-04,6.923219189047813416e-04
9.726431017043069005e-05,9.388147154822945595e-04
1.949814031831920147e-04,9.873620001599192619e-04
2.687603118829429150e-04,7.518589263781905174e-04
2.144328464055433869e-04,6.454037502408027649e-04
1.300862932112067938e-04,6.088201771490275860e-04
2.647591754794120789e-04,6.151940906420350075e-04
2.081237034872174263e-04,8.065368747338652611e-04
2.710340595513116568e-05,9.798811515793204308e-04
1.210384580190293491e-04,1.018337090499699116e-03
1.663212460698559880e-04,8.783782250247895718e-04
1.679961569607257843e-04,6.258235662244260311e-04
4.516282933764159679e-04,5.983505398035049438e-04
3.407722033443860710e-05,7.831256953068077564e-04
3.278331132605671883e-04,7.286364561878144741e-04
1.133515906985849142e-04,8.524845470674335957e-04
1.640692935325205326e-04,7.539674988947808743e-04
9.864976163953542709e-05,8.077055099420249462e-04
5.533631338039413095e-05,6.732979672960937023e-04
1.170786126749590039e-04,5.512789357453584671e-04
2.090654597850516438e-04,1.010732958093285561e-03
1.158228478743694723e-04,8.154272218234837055e-04
-3.829683191725052893e-05,7.745961192995309830e-04
2.500150294508785009e-04,9.662872762419283390e-04
1.948585995705798268e-04,8.064004359766840935e-04
2.481410047039389610e-04,5.148642230778932571e-04
6.037415369064547122e-05,8.147828630171716213e-04
2.750603889580816031e-04,7.815377321094274521e-04
2.644087071530520916e-04,9.887270862236618996e-04
2.349766873521730304e-04,7.390853133983910084e-04
1.813738635974004865e-04,7.689038757234811783e-04
4.106083724764175713e-05,8.773839799687266350e-04
1.946485863300040364e-04,9.514547418802976608e-04
1.946380507433786988e-04,6.141467019915580750e-04
2.601816086098551750e-04,6.945641944184899330e-04
2.263406786369159818e-04,6.963849882595241070e-04
2.015183272305876017e-04,5.695973522961139679e-04
1.115235208999365568e-04,8.370225550606846809e-04
3.634628592408262193e-05,8.821955998428165913e-04
5.044530553277581930e-05,7.538238423876464367e-04
5.079185575596056879e-05,7.233642973005771637e-04
1.726824557408690453e-04,8.274458814412355423e-04
1.583619596203789115e-04,8.269551326520740986e-04
3.889059007633477449e-05,7.050218991935253143e-04
-9.408474579686298966e-05,1.074537052772939205e-03
7.763328903820365667e-05,8.425283594988286495e-04
4.926296242047101259e-05,9.269398287869989872e-04
-8.219942537834867835e-05,5.855453200638294220e-04
1.882864453364163637e-04,7.314511458389461040e-04
1.988317962968721986e-04,7.777328137308359146e-04
3.970160323660820723e-04,7.615956710651516914e-04
-8.464442362310364842e-05,8.830839651636779308e-04
2.125205646734684706e-04,9.809538023546338081e-04
1.140325039159506559e-04,8.095254306681454182e-04
1.957972563104704022e-04,9.820651030167937279e-04
